log_3-19-2021_12-08-50_PM,1652,false,false,false,
log_3-19-2021_12-08-50_PM,18768,false,false,false,
log_3-19-2021_12-08-51_PM,10056,true,false,false,
log_3-19-2021_12-08-56_PM,19304,false,false,false,
log_3-19-2021_12-08-56_PM,19504,false,false,false,
log_3-19-2021_12-08-57_PM,16096,false,false,false,
log_3-19-2021_12-08-57_PM,21084,false,false,false,
log_3-19-2021_12-08-59_PM,11336,false,false,false,
log_3-19-2021_12-08-59_PM,20224,false,false,false,
log_3-19-2021_12-09-00_PM,19172,false,false,false,
log_3-19-2021_12-09-00_PM,8380,false,false,false,
log_3-19-2021_12-09-00_PM,1100,false,false,false,
log_3-19-2021_12-09-00_PM,19288,false,false,false,
log_3-19-2021_12-09-03_PM,3308,false,false,false,
log_3-19-2021_12-09-03_PM,19460,false,false,false,
log_3-19-2021_12-09-05_PM,3836,false,false,false,
log_3-19-2021_12-09-05_PM,12572,false,false,false,
log_3-19-2021_12-09-08_PM,13148,false,false,false,
log_3-19-2021_12-09-08_PM,11256,false,false,false,
log_3-19-2021_12-09-12_PM,20528,false,false,false,
log_3-19-2021_12-09-12_PM,20524,false,false,false,
log_3-19-2021_12-09-15_PM,16668,false,false,false,
log_3-19-2021_12-09-15_PM,20320,false,false,false,
log_3-19-2021_12-09-18_PM,21368,false,false,false,
log_3-19-2021_12-09-18_PM,20888,false,false,false,
log_3-19-2021_12-09-21_PM,19956,false,false,false,
log_3-19-2021_12-09-21_PM,14708,false,false,false,
log_3-19-2021_12-09-24_PM,20108,false,false,false,
log_3-19-2021_12-09-24_PM,21376,false,false,false,
log_3-19-2021_12-09-24_PM,11248,false,false,false,
log_3-19-2021_12-09-27_PM,21420,false,false,false,
log_3-19-2021_12-09-27_PM,2604,false,false,false,
log_3-19-2021_12-09-30_PM,19204,false,false,false,
log_3-19-2021_12-09-30_PM,18996,false,false,false,
log_3-19-2021_12-09-33_PM,7880,false,false,false,
log_3-19-2021_12-09-33_PM,8448,false,false,false,
log_3-19-2021_12-09-36_PM,8400,false,false,false,
log_3-19-2021_12-09-36_PM,19164,false,false,false,
log_3-19-2021_12-09-39_PM,16368,false,false,false,
log_3-19-2021_12-09-39_PM,18744,false,false,false,
log_3-19-2021_12-09-40_PM,19976,false,false,false,
log_3-19-2021_12-09-42_PM,18836,false,false,false,
log_3-19-2021_12-09-42_PM,3504,false,false,false,
log_3-19-2021_12-09-45_PM,18940,false,false,false,
log_3-19-2021_12-09-45_PM,18460,false,false,false,
log_3-19-2021_12-09-48_PM,4628,false,false,false,
log_3-19-2021_12-09-48_PM,1636,false,false,false,
log_3-19-2021_12-09-49_PM,8124,false,false,false,
log_3-19-2021_12-09-49_PM,19668,false,false,false,
log_3-19-2021_12-09-49_PM,20320,false,false,false,
log_3-19-2021_12-09-49_PM,20408,false,false,false,
log_3-19-2021_12-09-51_PM,17588,false,false,false,
log_3-19-2021_12-09-51_PM,20912,false,false,false,
log_3-19-2021_12-09-54_PM,16664,false,false,false,
log_3-19-2021_12-09-54_PM,21368,false,false,false,
log_3-19-2021_12-09-57_PM,11424,false,false,false,
log_3-19-2021_12-09-57_PM,7848,false,false,false,
log_3-19-2021_12-09-58_PM,16392,true,false,false,
log_3-19-2021_12-10-03_PM,8900,false,false,false,
log_3-19-2021_12-10-03_PM,4964,false,false,false,
log_3-19-2021_12-10-03_PM,20252,false,false,false,
log_3-19-2021_12-10-03_PM,13420,false,false,false,
log_3-19-2021_12-10-03_PM,3952,true,false,false,
log_3-19-2021_12-10-08_PM,20444,false,false,false,
log_3-19-2021_12-10-08_PM,20144,false,false,false,
log_3-19-2021_12-10-09_PM,11804,false,false,false,
log_3-19-2021_12-10-09_PM,18692,false,false,false,
log_3-19-2021_12-10-11_PM,1744,false,false,false,
log_3-19-2021_12-10-12_PM,20188,false,false,false,
log_3-19-2021_12-10-15_PM,16716,false,false,false,
log_3-19-2021_12-10-15_PM,18460,false,false,false,
log_3-19-2021_12-10-18_PM,3472,false,false,false,
log_3-19-2021_12-10-18_PM,19992,false,false,false,
log_3-19-2021_12-10-20_PM,20028,false,false,false,
log_3-19-2021_12-10-20_PM,12936,false,false,false,
log_3-19-2021_12-10-24_PM,17740,false,false,false,
log_3-19-2021_12-10-24_PM,20916,false,false,false,
log_3-19-2021_12-10-27_PM,20592,false,false,false,
log_3-19-2021_12-10-27_PM,17976,false,false,false,
log_3-19-2021_12-10-30_PM,20172,false,false,false,
log_3-19-2021_12-10-30_PM,21368,false,false,false,
log_3-19-2021_12-10-33_PM,10144,false,false,false,
log_3-19-2021_12-10-33_PM,20464,false,false,false,
log_3-19-2021_12-10-35_PM,19616,false,false,false,
log_3-19-2021_12-10-35_PM,20840,false,false,false,
log_3-19-2021_12-10-39_PM,19280,false,false,false,
log_3-19-2021_12-10-39_PM,3368,false,false,false,
log_3-19-2021_12-10-42_PM,10188,false,false,false,
log_3-19-2021_12-10-42_PM,17176,false,false,false,
log_3-19-2021_12-10-45_PM,17084,false,false,false,
log_3-19-2021_12-10-45_PM,20144,false,false,false,
log_3-19-2021_12-10-47_PM,19708,false,false,false,
log_3-19-2021_12-10-48_PM,17404,false,false,false,
log_3-19-2021_12-10-48_PM,10236,false,false,false,
log_3-19-2021_12-10-51_PM,18744,false,false,false,
log_3-19-2021_12-10-51_PM,15488,false,false,false,
log_3-19-2021_12-10-53_PM,20188,false,false,false,
log_3-19-2021_12-10-53_PM,1072,false,false,false,
log_3-19-2021_12-10-56_PM,8844,true,false,false,
log_3-19-2021_12-11-01_PM,8124,false,false,false,
log_3-19-2021_12-11-01_PM,19016,true,false,false,
